transaction_id,customer_id,date,event_type,plan,mrr_amount,usage_score,support_tickets,country
ORD-0012-00,CUST-ECOMM-0012,2024-06-10,NEW_SIGNUP,Enterprise,899.0,93.2,1,Germany
ORD-0012-01,CUST-ECOMM-0012,2024-07-15,RENEWAL,Starter,199.0,92.1,1,UK
ORD-0012-02,CUST-ECOMM-0012,2024-08-16,RENEWAL,Starter,899.0,40.6,2,Canada
ORD-0012-03,CUST-ECOMM-0012,2024-09-24,RENEWAL,Professional,199.0,68.1,1,UK
ORD-0013-00,CUST-ECOMM-0013,2024-04-24,NEW_SIGNUP,Starter,199.0,80.4,0,Canada
ORD-0013-01,CUST-ECOMM-0013,2024-06-03,RENEWAL,Starter,49.0,57.3,3,Germany
ORD-0014-00,CUST-ECOMM-0014,2024-05-16,NEW_SIGNUP,Starter,199.0,49.6,3,USA
ORD-0014-01,CUST-ECOMM-0014,2024-06-23,RENEWAL,Starter,899.0,55.6,0,UK
ORD-0014-02,CUST-ECOMM-0014,2024-07-27,RENEWAL,Professional,199.0,70.5,1,Germany
ORD-0015-00,CUST-ECOMM-0015,2024-03-23,NEW_SIGNUP,Enterprise,899.0,61.8,0,USA
ORD-0015-01,CUST-ECOMM-0015,2024-05-01,RENEWAL,Professional,49.0,77.4,0,USA
ORD-0015-02,CUST-ECOMM-0015,2024-06-08,RENEWAL,Professional,199.0,82.9,2,UK
ORD-0015-03,CUST-ECOMM-0015,2024-07-06,RENEWAL,Enterprise,899.0,72.0,0,USA
ORD-0016-00,CUST-ECOMM-0016,2024-02-05,NEW_SIGNUP,Starter,49.0,61.5,1,Canada
ORD-0017-00,CUST-ECOMM-0017,2024-01-08,NEW_SIGNUP,Enterprise,199.0,79.6,1,Germany
ORD-0018-00,CUST-ECOMM-0018,2024-07-31,NEW_SIGNUP,Professional,899.0,43.3,3,Germany
ORD-0018-01,CUST-ECOMM-0018,2024-09-05,RENEWAL,Enterprise,899.0,71.9,3,Canada
ORD-0019-00,CUST-ECOMM-0019,2024-03-18,NEW_SIGNUP,Starter,899.0,90.5,2,UK
ORD-0019-01,CUST-ECOMM-0019,2024-04-23,RENEWAL,Enterprise,49.0,78.7,2,UK
ORD-0019-02,CUST-ECOMM-0019,2024-05-28,RENEWAL,Professional,899.0,88.0,0,Canada
ORD-0019-03,CUST-ECOMM-0019,2024-07-07,RENEWAL,Enterprise,899.0,52.9,0,Canada
ORD-0019-04,CUST-ECOMM-0019,2024-08-05,RENEWAL,Starter,199.0,65.2,0,UK
ORD-0020-00,CUST-ECOMM-0020,2024-04-01,NEW_SIGNUP,Starter,199.0,83.6,2,Germany
ORD-0020-01,CUST-ECOMM-0020,2024-05-07,RENEWAL,Professional,199.0,73.9,3,UK
ORD-0020-02,CUST-ECOMM-0020,2024-06-12,RENEWAL,Professional,49.0,44.5,1,USA
ORD-0020-03,CUST-ECOMM-0020,2024-07-24,RENEWAL,Starter,899.0,87.9,1,USA
ORD-0020-04,CUST-ECOMM-0020,2024-08-24,RENEWAL,Enterprise,49.0,61.8,2,Canada
ORD-0021-00,CUST-ECOMM-0021,2024-04-07,NEW_SIGNUP,Enterprise,49.0,67.7,1,USA
ORD-0021-01,CUST-ECOMM-0021,2024-05-11,RENEWAL,Starter,899.0,42.2,0,Germany
ORD-0021-02,CUST-ECOMM-0021,2024-06-17,RENEWAL,Professional,899.0,50.0,3,UK
ORD-0021-03,CUST-ECOMM-0021,2024-07-16,RENEWAL,Starter,199.0,86.7,2,Germany
ORD-0021-04,CUST-ECOMM-0021,2024-08-24,RENEWAL,Enterprise,49.0,52.9,1,Canada
ORD-0022-00,CUST-ECOMM-0022,2024-10-25,NEW_SIGNUP,Enterprise,899.0,59.5,1,USA
ORD-0022-01,CUST-ECOMM-0022,2024-12-01,RENEWAL,Enterprise,49.0,42.6,0,Canada
ORD-0022-02,CUST-ECOMM-0022,2025-01-06,RENEWAL,Professional,899.0,74.7,3,Germany
ORD-0022-03,CUST-ECOMM-0022,2025-02-10,RENEWAL,Enterprise,49.0,71.0,3,Germany
ORD-0023-00,CUST-ECOMM-0023,2024-05-16,NEW_SIGNUP,Starter,899.0,43.5,1,Canada
ORD-0023-01,CUST-ECOMM-0023,2024-06-16,RENEWAL,Enterprise,899.0,43.3,3,Germany
ORD-0023-02,CUST-ECOMM-0023,2024-07-27,RENEWAL,Starter,899.0,56.9,0,Canada
ORD-0023-03,CUST-ECOMM-0023,2024-08-24,RENEWAL,Starter,49.0,56.4,0,Canada
ORD-0024-00,CUST-ECOMM-0024,2024-07-27,NEW_SIGNUP,Starter,199.0,45.4,1,UK
ORD-0025-00,CUST-ECOMM-0025,2024-08-29,NEW_SIGNUP,Starter,49.0,51.6,3,Germany
ORD-0025-01,CUST-ECOMM-0025,2024-09-28,RENEWAL,Professional,49.0,88.4,2,Germany
ORD-0025-02,CUST-ECOMM-0025,2024-11-05,RENEWAL,Starter,199.0,52.9,2,Germany
ORD-0025-03,CUST-ECOMM-0025,2024-12-10,RENEWAL,Enterprise,899.0,57.2,1,USA
ORD-0026-00,CUST-ECOMM-0026,2024-07-12,NEW_SIGNUP,Starter,199.0,59.7,1,UK
ORD-0027-00,CUST-ECOMM-0027,2024-03-07,NEW_SIGNUP,Enterprise,899.0,57.9,0,USA
ORD-0027-01,CUST-ECOMM-0027,2024-04-07,RENEWAL,Enterprise,899.0,75.9,2,UK
ORD-0027-02,CUST-ECOMM-0027,2024-05-16,RENEWAL,Enterprise,49.0,68.6,1,Germany
ORD-0028-00,CUST-ECOMM-0028,2024-01-06,NEW_SIGNUP,Professional,49.0,92.6,1,Germany
ORD-0029-00,CUST-ECOMM-0029,2024-06-04,NEW_SIGNUP,Starter,199.0,90.2,2,UK
ORD-0030-00,CUST-ECOMM-0030,2024-01-16,NEW_SIGNUP,Professional,199.0,46.5,0,USA
ORD-0030-01,CUST-ECOMM-0030,2024-02-28,RENEWAL,Professional,899.0,55.5,3,Germany
ORD-0031-00,CUST-ECOMM-0031,2024-03-29,NEW_SIGNUP,Enterprise,199.0,74.1,1,USA
ORD-0031-01,CUST-ECOMM-0031,2024-05-07,RENEWAL,Starter,899.0,86.0,1,Germany
ORD-0032-00,CUST-ECOMM-0032,2024-08-15,NEW_SIGNUP,Enterprise,899.0,80.2,2,Germany
ORD-0032-01,CUST-ECOMM-0032,2024-09-13,RENEWAL,Enterprise,199.0,57.9,2,Germany
ORD-0032-02,CUST-ECOMM-0032,2024-10-25,RENEWAL,Enterprise,899.0,41.8,0,UK
ORD-0033-00,CUST-ECOMM-0033,2024-06-08,NEW_SIGNUP,Starter,899.0,77.3,1,Canada
ORD-0034-00,CUST-ECOMM-0034,2024-10-27,NEW_SIGNUP,Professional,49.0,88.2,0,Germany
ORD-0034-01,CUST-ECOMM-0034,2024-12-05,RENEWAL,Professional,49.0,51.6,3,UK
ORD-0035-00,CUST-ECOMM-0035,2024-05-23,NEW_SIGNUP,Enterprise,899.0,64.9,2,USA
ORD-0035-01,CUST-ECOMM-0035,2024-07-05,RENEWAL,Enterprise,199.0,73.6,3,UK
ORD-0035-02,CUST-ECOMM-0035,2024-08-08,RENEWAL,Starter,49.0,51.0,2,USA
ORD-0036-00,CUST-ECOMM-0036,2024-04-28,NEW_SIGNUP,Professional,49.0,75.4,1,Canada
ORD-0037-00,CUST-ECOMM-0037,2024-06-02,NEW_SIGNUP,Enterprise,199.0,82.4,3,Germany
ORD-0038-00,CUST-ECOMM-0038,2024-11-06,NEW_SIGNUP,Starter,49.0,56.5,0,Canada
ORD-0038-01,CUST-ECOMM-0038,2024-12-11,RENEWAL,Starter,899.0,92.1,1,Germany
ORD-0038-02,CUST-ECOMM-0038,2025-01-09,RENEWAL,Starter,899.0,93.5,1,USA
ORD-0038-03,CUST-ECOMM-0038,2025-02-19,RENEWAL,Enterprise,899.0,63.1,3,Germany
ORD-0038-04,CUST-ECOMM-0038,2025-03-19,RENEWAL,Enterprise,899.0,93.7,0,Canada
ORD-0039-00,CUST-ECOMM-0039,2024-06-09,NEW_SIGNUP,Starter,899.0,53.9,3,Canada
ORD-0039-01,CUST-ECOMM-0039,2024-07-19,RENEWAL,Starter,899.0,50.9,3,Germany
ORD-0039-02,CUST-ECOMM-0039,2024-08-19,RENEWAL,Professional,199.0,57.1,0,Canada
ORD-0039-03,CUST-ECOMM-0039,2024-09-22,RENEWAL,Professional,49.0,54.7,0,UK
ORD-0039-04,CUST-ECOMM-0039,2024-11-01,RENEWAL,Professional,899.0,75.4,3,USA
ORD-0040-00,CUST-ECOMM-0040,2024-04-07,NEW_SIGNUP,Professional,899.0,53.1,3,Canada
ORD-0041-00,CUST-ECOMM-0041,2024-10-06,NEW_SIGNUP,Professional,49.0,56.3,1,Canada
ORD-0041-01,CUST-ECOMM-0041,2024-11-10,RENEWAL,Enterprise,899.0,67.4,3,USA
ORD-0041-02,CUST-ECOMM-0041,2024-12-16,RENEWAL,Enterprise,899.0,91.9,0,USA
ORD-0041-03,CUST-ECOMM-0041,2025-01-14,RENEWAL,Professional,899.0,68.7,3,Germany
ORD-0042-00,CUST-ECOMM-0042,2024-09-20,NEW_SIGNUP,Professional,49.0,40.4,1,UK
ORD-0042-01,CUST-ECOMM-0042,2024-10-27,RENEWAL,Professional,49.0,94.3,3,Germany
ORD-0043-00,CUST-ECOMM-0043,2024-05-31,NEW_SIGNUP,Enterprise,49.0,49.0,2,UK
ORD-0044-00,CUST-ECOMM-0044,2024-05-22,NEW_SIGNUP,Enterprise,199.0,74.5,0,Canada
ORD-0045-00,CUST-ECOMM-0045,2024-06-29,NEW_SIGNUP,Starter,199.0,76.3,3,USA
ORD-0045-01,CUST-ECOMM-0045,2024-08-04,RENEWAL,Enterprise,199.0,60.0,2,USA
ORD-0046-00,CUST-ECOMM-0046,2024-06-13,NEW_SIGNUP,Starter,199.0,60.8,1,Germany
ORD-0046-01,CUST-ECOMM-0046,2024-07-19,RENEWAL,Professional,899.0,83.9,0,UK
ORD-0046-02,CUST-ECOMM-0046,2024-08-22,RENEWAL,Enterprise,899.0,83.9,0,USA
ORD-0046-03,CUST-ECOMM-0046,2024-09-30,RENEWAL,Professional,199.0,46.0,1,UK
ORD-0047-00,CUST-ECOMM-0047,2024-03-14,NEW_SIGNUP,Enterprise,199.0,87.0,2,Germany
ORD-0047-01,CUST-ECOMM-0047,2024-04-25,RENEWAL,Starter,49.0,41.5,3,Canada
ORD-0047-02,CUST-ECOMM-0047,2024-05-26,RENEWAL,Enterprise,199.0,93.0,2,UK
ORD-0047-03,CUST-ECOMM-0047,2024-07-01,RENEWAL,Starter,899.0,45.5,1,Canada
ORD-0047-04,CUST-ECOMM-0047,2024-08-09,RENEWAL,Enterprise,49.0,86.4,2,UK
ORD-0048-00,CUST-ECOMM-0048,2024-10-07,NEW_SIGNUP,Professional,899.0,67.4,3,UK
ORD-0048-01,CUST-ECOMM-0048,2024-11-18,RENEWAL,Starter,199.0,92.1,3,Germany
ORD-0049-00,CUST-ECOMM-0049,2024-05-20,NEW_SIGNUP,Enterprise,899.0,69.2,1,USA
ORD-0049-01,CUST-ECOMM-0049,2024-06-30,RENEWAL,Professional,899.0,77.4,3,UK
ORD-0049-02,CUST-ECOMM-0049,2024-08-02,RENEWAL,Professional,199.0,63.6,2,Germany
ORD-0049-03,CUST-ECOMM-0049,2024-09-01,RENEWAL,Professional,49.0,75.2,1,UK
ORD-0050-00,CUST-ECOMM-0050,2024-04-17,NEW_SIGNUP,Enterprise,899.0,61.4,3,Canada
ORD-0050-01,CUST-ECOMM-0050,2024-05-21,RENEWAL,Professional,899.0,87.9,1,Germany
ORD-0051-00,CUST-ECOMM-0051,2024-03-01,NEW_SIGNUP,Starter,49.0,57.4,3,Canada
ORD-0051-01,CUST-ECOMM-0051,2024-03-30,RENEWAL,Starter,199.0,61.6,0,Germany
ORD-0051-02,CUST-ECOMM-0051,2024-05-06,RENEWAL,Starter,49.0,49.6,0,Canada
ORD-0051-03,CUST-ECOMM-0051,2024-06-13,RENEWAL,Professional,199.0,82.8,3,Canada
ORD-0052-00,CUST-ECOMM-0052,2024-05-17,NEW_SIGNUP,Starter,899.0,50.8,1,USA
ORD-0053-00,CUST-ECOMM-0053,2024-05-31,NEW_SIGNUP,Starter,199.0,65.6,3,UK
ORD-0053-01,CUST-ECOMM-0053,2024-07-07,RENEWAL,Starter,199.0,43.2,0,Germany
ORD-0053-02,CUST-ECOMM-0053,2024-08-10,RENEWAL,Professional,49.0,54.5,1,UK
ORD-0053-03,CUST-ECOMM-0053,2024-09-14,RENEWAL,Enterprise,899.0,78.4,2,USA
ORD-0054-00,CUST-ECOMM-0054,2024-04-05,NEW_SIGNUP,Enterprise,199.0,74.0,1,UK
ORD-0054-01,CUST-ECOMM-0054,2024-05-08,RENEWAL,Professional,899.0,86.9,0,Canada
ORD-0054-02,CUST-ECOMM-0054,2024-06-13,RENEWAL,Starter,899.0,47.6,1,Germany
ORD-0054-03,CUST-ECOMM-0054,2024-07-18,RENEWAL,Enterprise,49.0,56.9,2,Germany
ORD-0054-04,CUST-ECOMM-0054,2024-08-26,RENEWAL,Starter,899.0,83.6,3,UK
ORD-0055-00,CUST-ECOMM-0055,2024-07-26,NEW_SIGNUP,Enterprise,49.0,56.1,1,USA
ORD-0055-01,CUST-ECOMM-0055,2024-08-24,RENEWAL,Professional,49.0,59.6,3,Canada
ORD-0055-02,CUST-ECOMM-0055,2024-09-29,RENEWAL,Enterprise,199.0,81.9,2,Canada
ORD-0055-03,CUST-ECOMM-0055,2024-11-10,RENEWAL,Professional,899.0,42.3,2,Germany
ORD-0056-00,CUST-ECOMM-0056,2024-05-23,NEW_SIGNUP,Professional,49.0,70.5,2,USA
ORD-0056-01,CUST-ECOMM-0056,2024-07-05,RENEWAL,Professional,899.0,54.1,0,UK
ORD-0056-02,CUST-ECOMM-0056,2024-08-02,RENEWAL,Enterprise,899.0,51.2,3,Germany
ORD-0056-03,CUST-ECOMM-0056,2024-09-05,RENEWAL,Professional,49.0,77.9,0,USA
ORD-0057-00,CUST-ECOMM-0057,2024-09-08,NEW_SIGNUP,Starter,199.0,48.6,1,Canada
ORD-0057-01,CUST-ECOMM-0057,2024-10-15,RENEWAL,Enterprise,199.0,73.5,3,Canada
ORD-0058-00,CUST-ECOMM-0058,2024-06-08,NEW_SIGNUP,Enterprise,899.0,56.8,1,Canada
ORD-0058-01,CUST-ECOMM-0058,2024-07-16,RENEWAL,Professional,899.0,62.1,2,Germany
ORD-0059-00,CUST-ECOMM-0059,2024-07-19,NEW_SIGNUP,Enterprise,899.0,83.4,0,Germany
ORD-0059-01,CUST-ECOMM-0059,2024-08-20,RENEWAL,Professional,199.0,81.2,2,Canada
ORD-0060-00,CUST-ECOMM-0060,2024-07-15,NEW_SIGNUP,Professional,899.0,75.2,2,USA
ORD-0061-00,CUST-ECOMM-0061,2024-04-25,NEW_SIGNUP,Enterprise,199.0,60.1,2,Germany
ORD-0061-01,CUST-ECOMM-0061,2024-05-28,RENEWAL,Starter,199.0,62.9,3,Canada
ORD-0062-00,CUST-ECOMM-0062,2024-05-08,NEW_SIGNUP,Professional,899.0,40.8,2,Germany
ORD-0062-01,CUST-ECOMM-0062,2024-06-11,RENEWAL,Starter,49.0,56.5,0,Canada
ORD-0062-02,CUST-ECOMM-0062,2024-07-12,RENEWAL,Starter,899.0,86.2,3,UK
ORD-0063-00,CUST-ECOMM-0063,2024-04-26,NEW_SIGNUP,Starter,899.0,86.6,1,Germany
ORD-0063-01,CUST-ECOMM-0063,2024-05-30,RENEWAL,Professional,199.0,45.5,1,Canada
ORD-0064-00,CUST-ECOMM-0064,2024-04-04,NEW_SIGNUP,Enterprise,49.0,89.9,2,Germany
ORD-0064-01,CUST-ECOMM-0064,2024-05-10,RENEWAL,Enterprise,49.0,80.4,2,USA
ORD-0065-00,CUST-ECOMM-0065,2024-06-25,NEW_SIGNUP,Starter,899.0,67.1,1,Germany
ORD-0065-01,CUST-ECOMM-0065,2024-07-26,RENEWAL,Starter,199.0,61.0,1,USA
ORD-0066-00,CUST-ECOMM-0066,2024-02-09,NEW_SIGNUP,Enterprise,199.0,71.4,2,USA
ORD-0066-01,CUST-ECOMM-0066,2024-03-12,RENEWAL,Starter,199.0,58.6,3,USA
ORD-0067-00,CUST-ECOMM-0067,2024-08-10,NEW_SIGNUP,Enterprise,899.0,86.0,1,Canada
ORD-0067-01,CUST-ECOMM-0067,2024-09-05,RENEWAL,Professional,199.0,86.5,0,Germany
ORD-0067-02,CUST-ECOMM-0067,2024-10-19,RENEWAL,Starter,899.0,52.0,1,UK
ORD-0067-03,CUST-ECOMM-0067,2024-11-18,RENEWAL,Enterprise,199.0,89.3,0,Germany
ORD-0068-00,CUST-ECOMM-0068,2024-02-19,NEW_SIGNUP,Professional,899.0,58.9,1,Germany
ORD-0068-01,CUST-ECOMM-0068,2024-03-25,RENEWAL,Professional,49.0,58.8,1,Canada
ORD-0068-02,CUST-ECOMM-0068,2024-05-02,RENEWAL,Enterprise,899.0,48.5,2,Canada
ORD-0068-03,CUST-ECOMM-0068,2024-06-05,RENEWAL,Professional,49.0,63.8,2,USA
ORD-0068-04,CUST-ECOMM-0068,2024-07-10,RENEWAL,Starter,199.0,55.1,3,USA
ORD-0069-00,CUST-ECOMM-0069,2024-01-11,NEW_SIGNUP,Starter,199.0,65.0,1,Germany
ORD-0069-01,CUST-ECOMM-0069,2024-02-16,RENEWAL,Starter,199.0,66.4,2,UK
ORD-0069-02,CUST-ECOMM-0069,2024-03-26,RENEWAL,Enterprise,49.0,93.2,2,USA
ORD-0070-00,CUST-ECOMM-0070,2024-03-06,NEW_SIGNUP,Starter,49.0,93.3,0,Canada
ORD-0070-01,CUST-ECOMM-0070,2024-04-04,RENEWAL,Enterprise,199.0,65.8,2,Canada
ORD-0071-00,CUST-ECOMM-0071,2024-03-23,NEW_SIGNUP,Professional,899.0,58.1,1,USA
ORD-0071-01,CUST-ECOMM-0071,2024-05-03,RENEWAL,Enterprise,49.0,82.0,3,Canada
ORD-0071-02,CUST-ECOMM-0071,2024-06-07,RENEWAL,Enterprise,899.0,42.3,1,UK
ORD-0071-03,CUST-ECOMM-0071,2024-07-08,RENEWAL,Professional,899.0,74.7,1,USA
ORD-0071-04,CUST-ECOMM-0071,2024-08-16,RENEWAL,Professional,49.0,70.4,0,UK
ORD-0072-00,CUST-ECOMM-0072,2024-08-08,NEW_SIGNUP,Professional,199.0,45.5,0,USA
ORD-0073-00,CUST-ECOMM-0073,2024-03-02,NEW_SIGNUP,Enterprise,899.0,62.0,0,USA
ORD-0074-00,CUST-ECOMM-0074,2024-04-27,NEW_SIGNUP,Starter,899.0,93.8,0,Germany
ORD-0074-01,CUST-ECOMM-0074,2024-06-02,RENEWAL,Enterprise,49.0,69.6,2,UK
ORD-0075-00,CUST-ECOMM-0075,2024-07-12,NEW_SIGNUP,Starter,199.0,87.9,0,Germany
ORD-0076-00,CUST-ECOMM-0076,2024-04-16,NEW_SIGNUP,Professional,49.0,47.2,1,Germany
ORD-0076-01,CUST-ECOMM-0076,2024-05-21,RENEWAL,Enterprise,49.0,60.9,3,UK
ORD-0076-02,CUST-ECOMM-0076,2024-06-23,RENEWAL,Enterprise,199.0,91.7,3,USA
ORD-0076-03,CUST-ECOMM-0076,2024-07-22,RENEWAL,Enterprise,899.0,55.8,2,UK
ORD-0077-00,CUST-ECOMM-0077,2024-08-27,NEW_SIGNUP,Professional,49.0,70.6,0,USA
ORD-0077-01,CUST-ECOMM-0077,2024-10-03,RENEWAL,Professional,199.0,59.6,2,Germany
ORD-0078-00,CUST-ECOMM-0078,2024-11-02,NEW_SIGNUP,Professional,899.0,65.2,2,Canada
ORD-0079-00,CUST-ECOMM-0079,2024-01-28,NEW_SIGNUP,Enterprise,49.0,79.7,1,USA
ORD-0079-01,CUST-ECOMM-0079,2024-02-27,RENEWAL,Professional,49.0,51.5,1,Germany
ORD-0079-02,CUST-ECOMM-0079,2024-03-31,RENEWAL,Enterprise,199.0,75.1,1,UK
ORD-0079-03,CUST-ECOMM-0079,2024-05-11,RENEWAL,Enterprise,199.0,65.1,0,Germany
ORD-0080-00,CUST-ECOMM-0080,2024-03-28,NEW_SIGNUP,Starter,899.0,46.8,3,UK
ORD-0081-00,CUST-ECOMM-0081,2024-04-09,NEW_SIGNUP,Starter,49.0,51.8,1,UK
ORD-0081-01,CUST-ECOMM-0081,2024-05-07,RENEWAL,Enterprise,899.0,81.3,2,Germany
ORD-0081-02,CUST-ECOMM-0081,2024-06-10,RENEWAL,Starter,199.0,86.1,1,Canada
ORD-0081-03,CUST-ECOMM-0081,2024-07-17,RENEWAL,Starter,199.0,92.5,0,UK
ORD-0082-00,CUST-ECOMM-0082,2024-02-11,NEW_SIGNUP,Professional,49.0,65.5,2,USA
ORD-0082-01,CUST-ECOMM-0082,2024-03-15,RENEWAL,Professional,199.0,66.8,1,Canada
ORD-0082-02,CUST-ECOMM-0082,2024-04-23,RENEWAL,Professional,49.0,57.2,3,UK
ORD-0082-03,CUST-ECOMM-0082,2024-05-26,RENEWAL,Starter,199.0,91.0,3,Germany
ORD-0083-00,CUST-ECOMM-0083,2024-01-30,NEW_SIGNUP,Starter,49.0,60.0,0,USA
ORD-0083-01,CUST-ECOMM-0083,2024-03-05,RENEWAL,Professional,899.0,93.5,0,Germany
ORD-0084-00,CUST-ECOMM-0084,2024-04-04,NEW_SIGNUP,Professional,899.0,53.8,3,USA
ORD-0085-00,CUST-ECOMM-0085,2024-04-04,NEW_SIGNUP,Starter,49.0,77.8,2,UK
ORD-0086-00,CUST-ECOMM-0086,2024-05-06,NEW_SIGNUP,Enterprise,49.0,49.1,3,Canada
ORD-0086-01,CUST-ECOMM-0086,2024-06-07,RENEWAL,Starter,49.0,82.2,0,USA
ORD-0086-02,CUST-ECOMM-0086,2024-07-11,RENEWAL,Professional,899.0,89.2,2,UK
ORD-0087-00,CUST-ECOMM-0087,2024-08-26,NEW_SIGNUP,Professional,49.0,48.8,3,USA
ORD-0087-01,CUST-ECOMM-0087,2024-10-03,RENEWAL,Enterprise,49.0,52.6,1,Germany
ORD-0087-02,CUST-ECOMM-0087,2024-11-07,RENEWAL,Starter,899.0,60.3,2,Canada
ORD-0088-00,CUST-ECOMM-0088,2024-01-05,NEW_SIGNUP,Enterprise,49.0,41.7,0,Germany
ORD-0088-01,CUST-ECOMM-0088,2024-02-14,RENEWAL,Professional,49.0,87.1,0,Germany
ORD-0088-02,CUST-ECOMM-0088,2024-03-14,RENEWAL,Enterprise,49.0,65.8,1,Canada
ORD-0088-03,CUST-ECOMM-0088,2024-04-17,RENEWAL,Professional,49.0,91.6,3,USA
ORD-0089-00,CUST-ECOMM-0089,2024-10-19,NEW_SIGNUP,Enterprise,899.0,72.4,1,Germany
ORD-0089-01,CUST-ECOMM-0089,2024-11-23,RENEWAL,Professional,199.0,69.6,1,USA
ORD-0090-00,CUST-ECOMM-0090,2024-09-20,NEW_SIGNUP,Starter,899.0,61.9,3,Canada
ORD-0090-01,CUST-ECOMM-0090,2024-10-19,RENEWAL,Enterprise,899.0,45.0,1,Germany
ORD-0091-00,CUST-ECOMM-0091,2024-07-16,NEW_SIGNUP,Starter,199.0,50.5,3,USA
ORD-0091-01,CUST-ECOMM-0091,2024-08-26,RENEWAL,Enterprise,199.0,59.4,1,Canada
ORD-0092-00,CUST-ECOMM-0092,2024-04-30,NEW_SIGNUP,Enterprise,899.0,90.7,3,USA
ORD-0092-01,CUST-ECOMM-0092,2024-05-29,RENEWAL,Enterprise,899.0,54.5,0,USA
ORD-0092-02,CUST-ECOMM-0092,2024-07-02,RENEWAL,Starter,49.0,74.5,0,Canada
