transaction_id,customer_id,date,event_type,plan,mrr_amount,usage_score,support_tickets,country
TX-CUST-00011-00,CUST-00011,2024-01-24,NEW_SIGNUP,Starter,49.0,91.7,1,Germany
TX-CUST-00178-00,CUST-00178,2024-01-25,NEW_SIGNUP,Professional,199.0,91.3,0,India
TX-CUST-00271-00,CUST-00271,2024-01-25,NEW_SIGNUP,Professional,199.0,62.5,2,India
TX-CUST-00286-00,CUST-00286,2024-01-26,NEW_SIGNUP,Starter,49.0,56.7,2,USA
TX-CUST-00039-00,CUST-00039,2024-01-26,NEW_SIGNUP,Professional,199.0,62.8,2,India
TX-CUST-00033-00,CUST-00033,2024-01-26,NEW_SIGNUP,Professional,199.0,69.7,0,USA
TX-CUST-00070-00,CUST-00070,2024-01-26,NEW_SIGNUP,Starter,49.0,79.9,0,Australia
TX-CUST-00211-00,CUST-00211,2024-01-26,NEW_SIGNUP,Starter,49.0,45.2,0,India
TX-CUST-00247-00,CUST-00247,2024-01-28,NEW_SIGNUP,Enterprise,899.0,76.8,1,USA
TX-CUST-00190-00,CUST-00190,2024-01-28,NEW_SIGNUP,Professional,199.0,91.4,0,Canada
TX-CUST-00034-00,CUST-00034,2024-01-28,NEW_SIGNUP,Starter,49.0,90.6,2,Australia
TX-CUST-00214-00,CUST-00214,2024-01-31,NEW_SIGNUP,Enterprise,899.0,59.8,2,Australia
TX-CUST-00136-01,CUST-00136,2024-01-31,RENEWAL,Enterprise,899.0,93.1,1,India
TX-CUST-00104-00,CUST-00104,2024-01-31,NEW_SIGNUP,Professional,199.0,94.7,0,Canada
TX-CUST-00274-01,CUST-00274,2024-02-02,RENEWAL,Starter,49.0,84.6,1,India
TX-CUST-00200-01,CUST-00200,2024-02-03,RENEWAL,Professional,199.0,62.0,2,Canada
TX-CUST-00006-00,CUST-00006,2024-02-03,NEW_SIGNUP,Starter,49.0,76.8,0,USA
TX-CUST-00248-00,CUST-00248,2024-02-04,NEW_SIGNUP,Starter,49.0,94.6,2,Germany
TX-CUST-00091-01,CUST-00091,2024-02-04,RENEWAL,Starter,49.0,71.1,0,Canada
TX-CUST-00260-00,CUST-00260,2024-02-05,NEW_SIGNUP,Starter,49.0,49.1,1,USA
TX-CUST-00210-01,CUST-00210,2024-02-06,RENEWAL,Starter,49.0,74.9,0,Canada
TX-CUST-00111-01,CUST-00111,2024-02-06,RENEWAL,Enterprise,899.0,64.3,2,Germany
TX-CUST-00222-00,CUST-00222,2024-02-06,NEW_SIGNUP,Starter,49.0,85.1,1,UK
TX-CUST-00046-00,CUST-00046,2024-02-06,NEW_SIGNUP,Starter,49.0,73.0,2,USA
TX-CUST-00292-01,CUST-00292,2024-02-06,RENEWAL,Starter,49.0,96.7,2,India
TX-CUST-00187-01,CUST-00187,2024-02-07,RENEWAL,Starter,49.0,84.0,0,USA
TX-CUST-00023-01,CUST-00023,2024-02-07,RENEWAL,Professional,199.0,72.0,1,Canada
TX-CUST-00151-01,CUST-00151,2024-02-07,RENEWAL,Professional,199.0,93.2,2,Canada
TX-CUST-00096-01,CUST-00096,2024-02-07,RENEWAL,Starter,49.0,89.5,2,Canada
TX-CUST-00281-01,CUST-00281,2024-02-08,RENEWAL,Starter,49.0,55.1,0,Canada
TX-CUST-00188-01,CUST-00188,2024-02-08,RENEWAL,Professional,199.0,50.8,0,Germany
TX-CUST-00192-00,CUST-00192,2024-02-08,NEW_SIGNUP,Professional,199.0,66.7,1,Australia
TX-CUST-00283-00,CUST-00283,2024-02-08,NEW_SIGNUP,Enterprise,899.0,77.1,1,Australia
TX-CUST-00230-01,CUST-00230,2024-02-08,RENEWAL,Professional,199.0,58.2,0,Australia
TX-CUST-00155-00,CUST-00155,2024-02-08,NEW_SIGNUP,Starter,49.0,90.7,0,India
TX-CUST-00005-01,CUST-00005,2024-02-08,RENEWAL,Enterprise,899.0,74.7,1,Australia
TX-CUST-00294-00,CUST-00294,2024-02-08,NEW_SIGNUP,Professional,199.0,71.8,0,India
TX-CUST-00259-00,CUST-00259,2024-02-08,NEW_SIGNUP,Professional,199.0,95.7,2,USA
TX-CUST-00145-01,CUST-00145,2024-02-08,RENEWAL,Enterprise,899.0,84.7,1,India
TX-CUST-00272-01,CUST-00272,2024-02-09,RENEWAL,Enterprise,899.0,65.2,0,Australia
TX-CUST-00014-00,CUST-00014,2024-02-09,NEW_SIGNUP,Starter,49.0,59.7,1,Australia
TX-CUST-00166-00,CUST-00166,2024-02-09,NEW_SIGNUP,Starter,49.0,82.0,1,Canada
TX-CUST-00067-01,CUST-00067,2024-02-09,RENEWAL,Starter,49.0,46.8,1,USA
TX-CUST-00217-00,CUST-00217,2024-02-09,NEW_SIGNUP,Starter,49.0,97.7,0,UK
TX-CUST-00299-01,CUST-00299,2024-02-10,RENEWAL,Enterprise,899.0,91.9,0,UK
TX-CUST-00209-01,CUST-00209,2024-02-10,RENEWAL,Professional,199.0,91.5,0,Germany
TX-CUST-00031-01,CUST-00031,2024-02-10,RENEWAL,Enterprise,899.0,92.8,2,USA
TX-CUST-00089-01,CUST-00089,2024-02-10,RENEWAL,Enterprise,899.0,76.7,0,USA
TX-CUST-00282-01,CUST-00282,2024-02-10,RENEWAL,Starter,49.0,56.0,2,Germany
TX-CUST-00269-01,CUST-00269,2024-02-11,RENEWAL,Professional,199.0,86.5,0,Canada
TX-CUST-00028-00,CUST-00028,2024-02-14,NEW_SIGNUP,Professional,199.0,46.2,2,Canada
TX-CUST-00058-01,CUST-00058,2024-02-14,RENEWAL,Professional,199.0,59.4,1,Germany
TX-CUST-00141-00,CUST-00141,2024-02-15,NEW_SIGNUP,Starter,49.0,82.0,0,India
TX-CUST-00127-00,CUST-00127,2024-02-15,NEW_SIGNUP,Professional,199.0,91.1,1,Canada
TX-CUST-00026-01,CUST-00026,2024-02-15,RENEWAL,Professional,199.0,91.4,1,Germany
TX-CUST-00266-01,CUST-00266,2024-02-16,RENEWAL,Professional,199.0,70.0,2,USA
TX-CUST-00296-00,CUST-00296,2024-02-16,NEW_SIGNUP,Professional,199.0,69.0,1,Germany
TX-CUST-00149-00,CUST-00149,2024-02-17,NEW_SIGNUP,Starter,49.0,70.0,1,India
TX-CUST-00228-00,CUST-00228,2024-02-17,NEW_SIGNUP,Professional,199.0,46.1,0,Germany
TX-CUST-00059-00,CUST-00059,2024-02-17,NEW_SIGNUP,Professional,199.0,82.9,1,Australia
TX-CUST-00185-01,CUST-00185,2024-02-17,RENEWAL,Starter,49.0,98.2,1,Australia
TX-CUST-00180-00,CUST-00180,2024-02-18,NEW_SIGNUP,Starter,49.0,51.7,0,Australia
TX-CUST-00018-01,CUST-00018,2024-02-18,RENEWAL,Professional,199.0,83.2,1,UK
TX-CUST-00176-01,CUST-00176,2024-02-18,RENEWAL,Starter,49.0,82.0,1,Germany
TX-CUST-00170-00,CUST-00170,2024-02-18,NEW_SIGNUP,Starter,49.0,85.7,0,Germany
TX-CUST-00205-01,CUST-00205,2024-02-19,RENEWAL,Starter,49.0,53.6,0,Australia
TX-CUST-00068-01,CUST-00068,2024-02-19,RENEWAL,Professional,199.0,98.6,0,Australia
TX-CUST-00207-01,CUST-00207,2024-02-20,RENEWAL,Enterprise,899.0,65.2,1,Canada
TX-CUST-00211-01,CUST-00211,2024-02-23,RENEWAL,Starter,49.0,83.0,1,Australia
TX-CUST-00199-00,CUST-00199,2024-02-23,NEW_SIGNUP,Professional,199.0,73.5,2,Australia
TX-CUST-00237-00,CUST-00237,2024-02-24,NEW_SIGNUP,Enterprise,899.0,68.5,2,USA
TX-CUST-00276-00,CUST-00276,2024-02-24,NEW_SIGNUP,Starter,49.0,88.7,0,Germany
TX-CUST-00257-01,CUST-00257,2024-02-24,RENEWAL,Enterprise,899.0,45.6,1,UK
TX-CUST-00011-01,CUST-00011,2024-02-24,RENEWAL,Starter,49.0,62.9,0,USA
TX-CUST-00178-01,CUST-00178,2024-02-24,RENEWAL,Professional,199.0,98.0,1,India
TX-CUST-00034-01,CUST-00034,2024-02-24,RENEWAL,Starter,49.0,82.4,0,UK
TX-CUST-00054-00,CUST-00054,2024-02-24,NEW_SIGNUP,Starter,49.0,73.3,2,Australia
TX-CUST-00286-01,CUST-00286,2024-02-25,RENEWAL,Starter,49.0,64.0,0,USA
TX-CUST-00271-01,CUST-00271,2024-02-25,UPGRADE,Enterprise,899.0,93.4,0,Canada
TX-CUST-00252-00,CUST-00252,2024-02-25,NEW_SIGNUP,Professional,199.0,86.4,1,India
TX-CUST-00204-00,CUST-00204,2024-02-25,NEW_SIGNUP,Professional,199.0,52.5,1,Canada
TX-CUST-00167-00,CUST-00167,2024-02-26,NEW_SIGNUP,Starter,49.0,55.7,2,Germany
TX-CUST-00033-01,CUST-00033,2024-02-26,RENEWAL,Professional,199.0,50.8,2,Canada
TX-CUST-00094-00,CUST-00094,2024-02-26,NEW_SIGNUP,Professional,199.0,49.7,2,Canada
TX-CUST-00126-00,CUST-00126,2024-02-27,NEW_SIGNUP,Starter,49.0,87.1,0,USA
TX-CUST-00277-00,CUST-00277,2024-02-27,NEW_SIGNUP,Starter,49.0,62.7,0,USA
TX-CUST-00247-01,CUST-00247,2024-02-27,RENEWAL,Enterprise,899.0,74.8,2,USA
TX-CUST-00070-01,CUST-00070,2024-02-27,RENEWAL,Starter,49.0,88.0,0,USA
TX-CUST-00174-00,CUST-00174,2024-02-28,NEW_SIGNUP,Professional,199.0,52.5,2,Australia
TX-CUST-00039-01,CUST-00039,2024-02-28,RENEWAL,Professional,199.0,80.5,2,UK
TX-CUST-00190-01,CUST-00190,2024-02-28,RENEWAL,Professional,199.0,66.9,0,Germany
TX-CUST-00040-00,CUST-00040,2024-02-29,NEW_SIGNUP,Professional,199.0,47.4,1,India
TX-CUST-00136-02,CUST-00136,2024-03-01,RENEWAL,Enterprise,899.0,48.8,1,USA
TX-CUST-00104-01,CUST-00104,2024-03-01,UPGRADE,Enterprise,899.0,59.1,1,USA
TX-CUST-00214-01,CUST-00214,2024-03-01,RENEWAL,Enterprise,899.0,47.3,2,UK
TX-CUST-00157-00,CUST-00157,2024-03-02,NEW_SIGNUP,Professional,199.0,80.4,1,India
TX-CUST-00168-00,CUST-00168,2024-03-02,NEW_SIGNUP,Professional,199.0,62.7,2,UK
TX-CUST-00006-01,CUST-00006,2024-03-03,RENEWAL,Starter,49.0,91.4,0,Australia
TX-CUST-00293-00,CUST-00293,2024-03-03,NEW_SIGNUP,Starter,49.0,66.1,1,USA
TX-CUST-00112-00,CUST-00112,2024-03-03,NEW_SIGNUP,Starter,49.0,87.9,2,USA
TX-CUST-00235-00,CUST-00235,2024-03-04,NEW_SIGNUP,Professional,199.0,81.3,0,USA
TX-CUST-00091-02,CUST-00091,2024-03-04,RENEWAL,Starter,49.0,62.9,0,Canada
TX-CUST-00222-01,CUST-00222,2024-03-05,RENEWAL,Starter,49.0,89.2,2,Canada
TX-CUST-00274-02,CUST-00274,2024-03-05,RENEWAL,Starter,49.0,55.5,0,India
TX-CUST-00279-00,CUST-00279,2024-03-05,NEW_SIGNUP,Enterprise,899.0,93.4,2,USA
TX-CUST-00111-02,CUST-00111,2024-03-06,RENEWAL,Enterprise,899.0,53.6,2,Australia
TX-CUST-00248-01,CUST-00248,2024-03-06,RENEWAL,Starter,49.0,69.7,1,Germany
TX-CUST-00046-01,CUST-00046,2024-03-06,RENEWAL,Starter,49.0,56.6,2,Germany
TX-CUST-00096-02,CUST-00096,2024-03-06,RENEWAL,Starter,49.0,69.1,1,Australia
TX-CUST-00260-01,CUST-00260,2024-03-06,RENEWAL,Starter,49.0,93.4,2,UK
TX-CUST-00023-02,CUST-00023,2024-03-06,RENEWAL,Professional,199.0,77.6,0,USA
TX-CUST-00194-00,CUST-00194,2024-03-06,NEW_SIGNUP,Enterprise,899.0,59.1,2,Canada
TX-CUST-00080-00,CUST-00080,2024-03-07,NEW_SIGNUP,Starter,49.0,74.5,0,Canada
TX-CUST-00210-02,CUST-00210,2024-03-07,RENEWAL,Starter,49.0,59.5,2,India
TX-CUST-00200-02,CUST-00200,2024-03-07,RENEWAL,Professional,199.0,92.1,0,UK
TX-CUST-00230-02,CUST-00230,2024-03-07,RENEWAL,Professional,199.0,55.9,1,USA
TX-CUST-00187-02,CUST-00187,2024-03-07,RENEWAL,Starter,49.0,96.6,1,India
TX-CUST-00044-00,CUST-00044,2024-03-07,NEW_SIGNUP,Starter,49.0,62.0,1,Australia
TX-CUST-00151-02,CUST-00151,2024-03-07,RENEWAL,Professional,199.0,50.7,0,USA
TX-CUST-00155-01,CUST-00155,2024-03-08,RENEWAL,Starter,49.0,64.8,0,Australia
TX-CUST-00145-02,CUST-00145,2024-03-08,RENEWAL,Enterprise,899.0,74.0,2,India
TX-CUST-00259-01,CUST-00259,2024-03-08,RENEWAL,Professional,199.0,84.8,1,India
TX-CUST-00065-00,CUST-00065,2024-03-08,NEW_SIGNUP,Starter,49.0,75.8,0,Canada
TX-CUST-00014-01,CUST-00014,2024-03-09,RENEWAL,Starter,49.0,82.5,2,UK
TX-CUST-00283-01,CUST-00283,2024-03-09,RENEWAL,Enterprise,899.0,50.9,0,Australia
TX-CUST-00067-02,CUST-00067,2024-03-09,RENEWAL,Starter,49.0,66.5,0,Germany
TX-CUST-00272-02,CUST-00272,2024-03-09,RENEWAL,Enterprise,899.0,93.7,1,India
TX-CUST-00166-01,CUST-00166,2024-03-10,RENEWAL,Starter,49.0,47.9,1,Germany
TX-CUST-00292-02,CUST-00292,2024-03-10,RENEWAL,Starter,49.0,72.0,1,Australia
TX-CUST-00299-02,CUST-00299,2024-03-10,RENEWAL,Enterprise,899.0,51.2,0,UK
TX-CUST-00005-02,CUST-00005,2024-03-11,RENEWAL,Enterprise,899.0,82.3,2,Germany
TX-CUST-00188-02,CUST-00188,2024-03-11,RENEWAL,Professional,199.0,73.8,2,USA
TX-CUST-00192-01,CUST-00192,2024-03-11,RENEWAL,Professional,199.0,54.2,2,USA
TX-CUST-00031-02,CUST-00031,2024-03-11,RENEWAL,Enterprise,899.0,82.3,0,Canada
TX-CUST-00159-00,CUST-00159,2024-03-11,NEW_SIGNUP,Starter,49.0,80.3,1,Canada
TX-CUST-00294-01,CUST-00294,2024-03-11,RENEWAL,Professional,199.0,90.9,0,USA
TX-CUST-00282-02,CUST-00282,2024-03-11,RENEWAL,Starter,49.0,82.8,1,India
TX-CUST-00100-00,CUST-00100,2024-03-12,NEW_SIGNUP,Starter,49.0,54.0,0,Germany
TX-CUST-00281-02,CUST-00281,2024-03-12,RENEWAL,Starter,49.0,64.1,0,UK
TX-CUST-00209-02,CUST-00209,2024-03-12,RENEWAL,Professional,199.0,65.6,0,USA
TX-CUST-00217-01,CUST-00217,2024-03-12,RENEWAL,Starter,49.0,83.8,1,Australia
TX-CUST-00131-00,CUST-00131,2024-03-13,NEW_SIGNUP,Professional,199.0,55.2,0,UK
TX-CUST-00058-02,CUST-00058,2024-03-13,RENEWAL,Professional,199.0,81.1,1,Germany
TX-CUST-00019-00,CUST-00019,2024-03-13,NEW_SIGNUP,Enterprise,899.0,92.6,0,Canada
TX-CUST-00089-02,CUST-00089,2024-03-13,RENEWAL,Enterprise,899.0,66.4,0,Germany
TX-CUST-00063-00,CUST-00063,2024-03-13,NEW_SIGNUP,Professional,199.0,55.2,2,India
TX-CUST-00269-02,CUST-00269,2024-03-14,RENEWAL,Professional,199.0,56.5,2,Canada
TX-CUST-00127-01,CUST-00127,2024-03-15,RENEWAL,Professional,199.0,82.0,0,India
TX-CUST-00216-00,CUST-00216,2024-03-15,NEW_SIGNUP,Professional,199.0,58.1,0,USA
TX-CUST-00219-00,CUST-00219,2024-03-15,NEW_SIGNUP,Professional,199.0,70.1,2,Germany
TX-CUST-00028-01,CUST-00028,2024-03-15,UPGRADE,Enterprise,899.0,91.7,2,USA
TX-CUST-00141-01,CUST-00141,2024-03-15,RENEWAL,Starter,49.0,96.2,0,Germany
TX-CUST-00253-00,CUST-00253,2024-03-15,NEW_SIGNUP,Starter,49.0,58.3,0,UK
TX-CUST-00149-01,CUST-00149,2024-03-16,RENEWAL,Starter,49.0,84.1,1,Australia
TX-CUST-00086-00,CUST-00086,2024-03-16,NEW_SIGNUP,Enterprise,899.0,80.0,1,Canada
TX-CUST-00195-00,CUST-00195,2024-03-16,NEW_SIGNUP,Starter,49.0,72.9,1,UK
TX-CUST-00059-01,CUST-00059,2024-03-16,RENEWAL,Professional,199.0,77.2,0,Australia
TX-CUST-00164-00,CUST-00164,2024-03-16,NEW_SIGNUP,Professional,199.0,47.0,0,Germany
TX-CUST-00060-00,CUST-00060,2024-03-17,NEW_SIGNUP,Starter,49.0,65.2,1,Canada
TX-CUST-00228-01,CUST-00228,2024-03-18,RENEWAL,Professional,199.0,78.5,0,UK
TX-CUST-00296-01,CUST-00296,2024-03-18,RENEWAL,Professional,199.0,93.2,1,India
TX-CUST-00266-02,CUST-00266,2024-03-18,RENEWAL,Professional,199.0,86.5,0,Australia
TX-CUST-00180-01,CUST-00180,2024-03-18,RENEWAL,Starter,49.0,60.6,2,USA
TX-CUST-00027-00,CUST-00027,2024-03-18,NEW_SIGNUP,Starter,49.0,93.7,2,Australia
TX-CUST-00176-02,CUST-00176,2024-03-19,RENEWAL,Starter,49.0,45.7,2,Germany
TX-CUST-00232-00,CUST-00232,2024-03-19,NEW_SIGNUP,Starter,49.0,97.4,1,Canada
TX-CUST-00018-02,CUST-00018,2024-03-19,RENEWAL,Professional,199.0,70.1,2,Australia
TX-CUST-00026-02,CUST-00026,2024-03-19,RENEWAL,Professional,199.0,79.1,1,UK
TX-CUST-00170-01,CUST-00170,2024-03-20,RENEWAL,Starter,49.0,67.8,0,USA
TX-CUST-00205-02,CUST-00205,2024-03-20,RENEWAL,Starter,49.0,98.3,0,India
TX-CUST-00207-02,CUST-00207,2024-03-20,RENEWAL,Enterprise,899.0,47.6,1,Germany
TX-CUST-00270-00,CUST-00270,2024-03-21,NEW_SIGNUP,Starter,49.0,59.8,0,Germany
TX-CUST-00185-02,CUST-00185,2024-03-21,RENEWAL,Starter,49.0,82.3,0,Germany
TX-CUST-00199-01,CUST-00199,2024-03-21,RENEWAL,Professional,199.0,94.0,1,Germany
TX-CUST-00068-02,CUST-00068,2024-03-21,RENEWAL,Professional,199.0,59.5,0,USA
TX-CUST-00202-00,CUST-00202,2024-03-21,NEW_SIGNUP,Starter,49.0,71.7,2,Germany
TX-CUST-00276-01,CUST-00276,2024-03-22,RENEWAL,Starter,49.0,79.1,0,USA
TX-CUST-00124-00,CUST-00124,2024-03-22,NEW_SIGNUP,Starter,49.0,84.8,0,USA
TX-CUST-00278-00,CUST-00278,2024-03-22,NEW_SIGNUP,Professional,199.0,93.0,2,Germany
TX-CUST-00121-00,CUST-00121,2024-03-22,NEW_SIGNUP,Professional,199.0,52.2,1,UK
TX-CUST-00211-02,CUST-00211,2024-03-23,RENEWAL,Starter,49.0,46.7,2,Canada
TX-CUST-00011-02,CUST-00011,2024-03-24,RENEWAL,Starter,49.0,50.9,1,Germany
TX-CUST-00178-02,CUST-00178,2024-03-24,RENEWAL,Professional,199.0,47.3,0,USA
TX-CUST-00033-02,CUST-00033,2024-03-24,RENEWAL,Professional,199.0,51.8,2,India
TX-CUST-00252-01,CUST-00252,2024-03-25,RENEWAL,Professional,199.0,70.6,0,India
TX-CUST-00254-00,CUST-00254,2024-03-25,NEW_SIGNUP,Professional,199.0,80.1,0,Australia
TX-CUST-00257-02,CUST-00257,2024-03-25,RENEWAL,Enterprise,899.0,97.9,2,USA
TX-CUST-00070-02,CUST-00070,2024-03-25,RENEWAL,Starter,49.0,76.3,2,UK
TX-CUST-00167-01,CUST-00167,2024-03-25,RENEWAL,Starter,49.0,50.3,2,Canada
TX-CUST-00055-00,CUST-00055,2024-03-26,NEW_SIGNUP,Professional,199.0,95.4,2,Germany
TX-CUST-00221-00,CUST-00221,2024-03-26,NEW_SIGNUP,Starter,49.0,57.2,1,India
TX-CUST-00237-01,CUST-00237,2024-03-26,RENEWAL,Enterprise,899.0,65.7,1,UK
TX-CUST-00174-01,CUST-00174,2024-03-26,RENEWAL,Professional,199.0,98.4,2,Germany
TX-CUST-00143-00,CUST-00143,2024-03-26,NEW_SIGNUP,Professional,199.0,98.8,0,India
TX-CUST-00017-00,CUST-00017,2024-03-26,NEW_SIGNUP,Starter,49.0,97.1,0,Australia
TX-CUST-00247-02,CUST-00247,2024-03-26,RENEWAL,Enterprise,899.0,63.6,2,India
TX-CUST-00271-02,CUST-00271,2024-03-26,RENEWAL,Enterprise,899.0,73.1,0,Canada
TX-CUST-00034-02,CUST-00034,2024-03-27,RENEWAL,Starter,49.0,45.3,0,Australia
TX-CUST-00054-01,CUST-00054,2024-03-27,RENEWAL,Starter,49.0,46.7,2,USA
TX-CUST-00190-02,CUST-00190,2024-03-27,RENEWAL,Professional,199.0,67.3,1,India
TX-CUST-00052-00,CUST-00052,2024-03-28,NEW_SIGNUP,Starter,49.0,47.8,2,UK
TX-CUST-00040-01,CUST-00040,2024-03-28,RENEWAL,Professional,199.0,85.6,1,UK
TX-CUST-00037-00,CUST-00037,2024-03-28,NEW_SIGNUP,Starter,49.0,72.4,1,Canada
TX-CUST-00286-02,CUST-00286,2024-03-28,RENEWAL,Starter,49.0,72.1,2,UK
TX-CUST-00204-01,CUST-00204,2024-03-28,RENEWAL,Professional,199.0,72.9,2,Germany
TX-CUST-00214-02,CUST-00214,2024-03-28,RENEWAL,Enterprise,899.0,45.3,0,Germany
TX-CUST-00039-02,CUST-00039,2024-03-28,RENEWAL,Professional,199.0,61.8,2,India
TX-CUST-00095-00,CUST-00095,2024-03-28,NEW_SIGNUP,Professional,199.0,52.3,2,Canada
TX-CUST-00277-01,CUST-00277,2024-03-29,RENEWAL,Starter,49.0,96.5,1,India
TX-CUST-00104-02,CUST-00104,2024-03-29,RENEWAL,Enterprise,899.0,73.2,2,Australia
TX-CUST-00094-01,CUST-00094,2024-03-29,RENEWAL,Professional,199.0,94.5,0,India
TX-CUST-00126-01,CUST-00126,2024-03-30,RENEWAL,Starter,49.0,74.2,0,Canada
TX-CUST-00235-01,CUST-00235,2024-03-31,RENEWAL,Professional,199.0,80.9,0,USA
TX-CUST-00157-01,CUST-00157,2024-04-01,RENEWAL,Professional,199.0,72.3,1,Germany
TX-CUST-00168-01,CUST-00168,2024-04-01,RENEWAL,Professional,199.0,67.6,0,USA
TX-CUST-00136-03,CUST-00136,2024-04-01,RENEWAL,Enterprise,899.0,73.7,0,UK
TX-CUST-00293-01,CUST-00293,2024-04-01,RENEWAL,Starter,49.0,76.1,2,Australia
TX-CUST-00022-00,CUST-00022,2024-04-02,NEW_SIGNUP,Professional,199.0,53.2,2,Germany
TX-CUST-00112-01,CUST-00112,2024-04-02,RENEWAL,Starter,49.0,69.4,1,Canada
TX-CUST-00006-02,CUST-00006,2024-04-03,RENEWAL,Starter,49.0,84.1,2,Australia
TX-CUST-00093-00,CUST-00093,2024-04-03,NEW_SIGNUP,Starter,49.0,57.2,1,Australia
TX-CUST-00162-00,CUST-00162,2024-04-04,NEW_SIGNUP,Professional,199.0,80.9,1,UK
TX-CUST-00260-02,CUST-00260,2024-04-04,RENEWAL,Starter,49.0,68.0,2,India
TX-CUST-00200-03,CUST-00200,2024-04-04,RENEWAL,Professional,199.0,81.4,1,Australia
TX-CUST-00222-02,CUST-00222,2024-04-04,RENEWAL,Starter,49.0,72.1,2,Canada
TX-CUST-00080-01,CUST-00080,2024-04-04,UPGRADE,Professional,199.0,48.6,1,UK
TX-CUST-00097-00,CUST-00097,2024-04-04,NEW_SIGNUP,Professional,199.0,57.1,2,Germany
TX-CUST-00091-03,CUST-00091,2024-04-04,RENEWAL,Starter,49.0,66.2,2,Canada
TX-CUST-00297-00,CUST-00297,2024-04-05,NEW_SIGNUP,Professional,199.0,80.7,0,Australia
TX-CUST-00267-00,CUST-00267,2024-04-05,NEW_SIGNUP,Professional,199.0,74.5,0,Canada
