transaction_id,customer_id,date,event_type,plan,mrr_amount,usage_score,support_tickets,country
TX-CUST-00047-00,CUST-00047,2024-01-18,NEW_SIGNUP,Professional,199.0,83.2,1,Australia
TX-CUST-00034-00,CUST-00034,2024-01-18,NEW_SIGNUP,Enterprise,899.0,91.1,0,UK
TX-CUST-00032-00,CUST-00032,2024-01-18,NEW_SIGNUP,Professional,199.0,78.7,1,India
TX-CUST-00066-00,CUST-00066,2024-01-18,NEW_SIGNUP,Professional,199.0,60.4,0,USA
TX-CUST-00013-00,CUST-00013,2024-01-19,NEW_SIGNUP,Starter,49.0,68.2,0,Germany
TX-CUST-00042-00,CUST-00042,2024-01-19,NEW_SIGNUP,Enterprise,899.0,67.2,2,Canada
TX-CUST-00035-00,CUST-00035,2024-01-20,NEW_SIGNUP,Starter,49.0,93.8,2,USA
TX-CUST-00045-00,CUST-00045,2024-01-21,NEW_SIGNUP,Starter,49.0,51.2,0,Germany
TX-CUST-00077-00,CUST-00077,2024-01-21,NEW_SIGNUP,Enterprise,899.0,88.5,0,USA
TX-CUST-00053-00,CUST-00053,2024-01-22,NEW_SIGNUP,Professional,199.0,96.5,2,Australia
TX-CUST-00071-00,CUST-00071,2024-01-22,NEW_SIGNUP,Enterprise,899.0,98.6,1,Australia
TX-CUST-00012-00,CUST-00012,2024-01-22,NEW_SIGNUP,Professional,199.0,95.7,0,Germany
TX-CUST-00015-00,CUST-00015,2024-01-22,NEW_SIGNUP,Enterprise,899.0,51.2,1,UK
TX-CUST-00029-00,CUST-00029,2024-01-23,NEW_SIGNUP,Professional,199.0,69.6,1,Germany
TX-CUST-00030-00,CUST-00030,2024-01-23,NEW_SIGNUP,Enterprise,899.0,72.5,1,Canada
TX-CUST-00003-00,CUST-00003,2024-01-24,NEW_SIGNUP,Enterprise,899.0,73.8,0,UK
TX-CUST-00005-00,CUST-00005,2024-01-24,NEW_SIGNUP,Enterprise,899.0,51.0,1,UK
TX-CUST-00075-00,CUST-00075,2024-01-25,NEW_SIGNUP,Starter,49.0,82.6,2,UK
TX-CUST-00044-00,CUST-00044,2024-01-25,NEW_SIGNUP,Starter,49.0,59.8,2,USA
TX-CUST-00007-00,CUST-00007,2024-01-25,NEW_SIGNUP,Professional,199.0,51.5,0,USA
TX-CUST-00049-00,CUST-00049,2024-01-26,NEW_SIGNUP,Professional,199.0,53.4,1,USA
TX-CUST-00065-00,CUST-00065,2024-01-26,NEW_SIGNUP,Professional,199.0,95.4,2,Germany
TX-CUST-00050-00,CUST-00050,2024-01-26,NEW_SIGNUP,Professional,199.0,73.8,1,Canada
TX-CUST-00036-00,CUST-00036,2024-01-27,NEW_SIGNUP,Starter,49.0,85.7,0,India
TX-CUST-00023-00,CUST-00023,2024-01-27,NEW_SIGNUP,Starter,49.0,79.9,1,Canada
TX-CUST-00039-00,CUST-00039,2024-01-27,NEW_SIGNUP,Starter,49.0,45.8,0,Australia
TX-CUST-00031-00,CUST-00031,2024-01-27,NEW_SIGNUP,Professional,199.0,98.4,2,UK
TX-CUST-00016-00,CUST-00016,2024-01-27,NEW_SIGNUP,Enterprise,899.0,62.6,2,Germany
TX-CUST-00060-00,CUST-00060,2024-01-27,NEW_SIGNUP,Enterprise,899.0,52.1,1,Australia
TX-CUST-00069-00,CUST-00069,2024-01-28,NEW_SIGNUP,Starter,49.0,73.5,1,USA
TX-CUST-00046-00,CUST-00046,2024-01-28,NEW_SIGNUP,Professional,199.0,81.8,2,India
TX-CUST-00080-00,CUST-00080,2024-01-28,NEW_SIGNUP,Starter,49.0,71.5,1,Australia
TX-CUST-00022-00,CUST-00022,2024-01-29,NEW_SIGNUP,Professional,199.0,79.3,1,India
TX-CUST-00001-01,CUST-00001,2024-01-31,RENEWAL,Professional,199.0,50.1,0,Australia
TX-CUST-00010-01,CUST-00010,2024-02-01,RENEWAL,Professional,199.0,57.7,0,Australia
TX-CUST-00062-01,CUST-00062,2024-02-02,RENEWAL,Starter,49.0,65.2,1,Australia
TX-CUST-00056-01,CUST-00056,2024-02-02,RENEWAL,Starter,49.0,65.1,0,Australia
TX-CUST-00038-01,CUST-00038,2024-02-03,RENEWAL,Enterprise,899.0,50.0,0,India
TX-CUST-00058-01,CUST-00058,2024-02-03,RENEWAL,Starter,49.0,69.3,2,Australia
TX-CUST-00072-01,CUST-00072,2024-02-04,RENEWAL,Starter,49.0,77.1,1,Australia
TX-CUST-00027-01,CUST-00027,2024-02-04,RENEWAL,Professional,199.0,89.5,1,Canada
TX-CUST-00037-01,CUST-00037,2024-02-04,RENEWAL,Professional,199.0,70.1,2,Germany
TX-CUST-00025-01,CUST-00025,2024-02-05,RENEWAL,Enterprise,899.0,91.4,1,Germany
TX-CUST-00059-01,CUST-00059,2024-02-05,RENEWAL,Professional,199.0,59.3,0,Australia
TX-CUST-00004-01,CUST-00004,2024-02-05,RENEWAL,Starter,49.0,85.2,2,Germany
TX-CUST-00070-01,CUST-00070,2024-02-05,RENEWAL,Enterprise,899.0,81.3,1,India
TX-CUST-00052-01,CUST-00052,2024-02-06,RENEWAL,Professional,199.0,72.0,2,USA
TX-CUST-00017-01,CUST-00017,2024-02-07,RENEWAL,Professional,199.0,76.1,2,India
TX-CUST-00067-01,CUST-00067,2024-02-07,UPGRADE,Enterprise,899.0,63.2,1,Australia
TX-CUST-00018-01,CUST-00018,2024-02-07,RENEWAL,Professional,199.0,93.4,2,Canada
TX-CUST-00073-01,CUST-00073,2024-02-08,RENEWAL,Professional,199.0,75.1,2,India
TX-CUST-00033-01,CUST-00033,2024-02-08,RENEWAL,Professional,199.0,57.5,2,Germany
TX-CUST-00026-01,CUST-00026,2024-02-08,RENEWAL,Starter,49.0,83.2,2,Canada
TX-CUST-00006-01,CUST-00006,2024-02-08,RENEWAL,Enterprise,899.0,74.7,1,Australia
TX-CUST-00002-01,CUST-00002,2024-02-08,RENEWAL,Enterprise,899.0,84.4,2,USA
TX-CUST-00024-01,CUST-00024,2024-02-08,RENEWAL,Starter,49.0,61.0,1,UK
TX-CUST-00076-01,CUST-00076,2024-02-09,RENEWAL,Professional,199.0,54.9,2,India
TX-CUST-00079-01,CUST-00079,2024-02-09,RENEWAL,Starter,49.0,46.8,1,USA
TX-CUST-00068-01,CUST-00068,2024-02-09,RENEWAL,Professional,199.0,93.3,2,Germany
TX-CUST-00057-01,CUST-00057,2024-02-09,RENEWAL,Enterprise,899.0,98.9,2,Germany
TX-CUST-00054-01,CUST-00054,2024-02-09,RENEWAL,Starter,49.0,58.7,2,UK
TX-CUST-00014-01,CUST-00014,2024-02-09,RENEWAL,Starter,49.0,61.5,0,UK
TX-CUST-00061-01,CUST-00061,2024-02-09,RENEWAL,Professional,199.0,50.8,0,Germany
TX-CUST-00028-01,CUST-00028,2024-02-10,RENEWAL,Enterprise,899.0,76.6,2,Canada
TX-CUST-00019-01,CUST-00019,2024-02-10,RENEWAL,Professional,199.0,65.5,0,Germany
TX-CUST-00063-01,CUST-00063,2024-02-10,RENEWAL,Professional,199.0,80.4,2,Australia
TX-CUST-00048-01,CUST-00048,2024-02-10,RENEWAL,Professional,199.0,80.8,0,Australia
TX-CUST-00043-01,CUST-00043,2024-02-11,RENEWAL,Starter,49.0,50.0,2,UK
TX-CUST-00020-01,CUST-00020,2024-02-11,RENEWAL,Starter,49.0,46.0,2,USA
TX-CUST-00051-01,CUST-00051,2024-02-12,RENEWAL,Professional,199.0,83.6,1,UK
TX-CUST-00078-01,CUST-00078,2024-02-12,UPGRADE,Enterprise,899.0,45.5,0,USA
TX-CUST-00055-01,CUST-00055,2024-02-12,RENEWAL,Enterprise,899.0,49.3,2,Germany
TX-CUST-00064-01,CUST-00064,2024-02-12,RENEWAL,Enterprise,899.0,58.3,2,Germany
TX-CUST-00041-01,CUST-00041,2024-02-12,RENEWAL,Enterprise,899.0,86.5,2,UK
TX-CUST-00074-01,CUST-00074,2024-02-13,RENEWAL,Professional,199.0,50.0,2,UK
TX-CUST-00009-01,CUST-00009,2024-02-13,RENEWAL,Professional,199.0,87.3,1,Germany
TX-CUST-00008-01,CUST-00008,2024-02-13,RENEWAL,Professional,199.0,58.5,0,Canada
TX-CUST-00011-01,CUST-00011,2024-02-14,RENEWAL,Starter,49.0,52.2,1,USA
TX-CUST-00021-01,CUST-00021,2024-02-14,RENEWAL,Professional,199.0,61.8,2,USA
TX-CUST-00032-01,CUST-00032,2024-02-15,RENEWAL,Professional,199.0,91.4,1,Germany
TX-CUST-00066-01,CUST-00066,2024-02-16,RENEWAL,Professional,199.0,95.6,0,Canada
TX-CUST-00040-01,CUST-00040,2024-02-17,RENEWAL,Professional,199.0,50.8,2,Canada
TX-CUST-00077-01,CUST-00077,2024-02-17,RENEWAL,Enterprise,899.0,78.5,1,Germany
TX-CUST-00047-01,CUST-00047,2024-02-17,RENEWAL,Professional,199.0,65.9,1,India
TX-CUST-00034-01,CUST-00034,2024-02-17,RENEWAL,Enterprise,899.0,98.6,1,USA
TX-CUST-00042-01,CUST-00042,2024-02-18,RENEWAL,Enterprise,899.0,64.0,2,Australia
TX-CUST-00045-01,CUST-00045,2024-02-19,RENEWAL,Starter,49.0,89.9,1,USA
TX-CUST-00013-01,CUST-00013,2024-02-19,RENEWAL,Starter,49.0,91.5,1,UK
TX-CUST-00053-01,CUST-00053,2024-02-21,RENEWAL,Professional,199.0,79.3,1,Germany
TX-CUST-00012-01,CUST-00012,2024-02-21,RENEWAL,Professional,199.0,53.4,1,Australia
TX-CUST-00035-01,CUST-00035,2024-02-21,RENEWAL,Starter,49.0,64.7,0,USA
TX-CUST-00071-01,CUST-00071,2024-02-21,RENEWAL,Enterprise,899.0,45.2,0,Germany
TX-CUST-00015-01,CUST-00015,2024-02-23,RENEWAL,Enterprise,899.0,77.2,1,India
TX-CUST-00060-01,CUST-00060,2024-02-23,RENEWAL,Enterprise,899.0,59.4,0,UK
TX-CUST-00044-01,CUST-00044,2024-02-23,RENEWAL,Starter,49.0,81.6,1,Australia
TX-CUST-00030-01,CUST-00030,2024-02-23,RENEWAL,Enterprise,899.0,74.8,1,UK
TX-CUST-00007-01,CUST-00007,2024-02-23,UPGRADE,Enterprise,899.0,74.9,2,UK
TX-CUST-00023-01,CUST-00023,2024-02-23,RENEWAL,Starter,49.0,82.4,1,India
TX-CUST-00029-01,CUST-00029,2024-02-24,RENEWAL,Professional,199.0,91.7,0,India
TX-CUST-00016-01,CUST-00016,2024-02-24,RENEWAL,Enterprise,899.0,65.5,2,UK
TX-CUST-00069-01,CUST-00069,2024-02-24,RENEWAL,Starter,49.0,72.3,2,Australia
TX-CUST-00049-01,CUST-00049,2024-02-24,RENEWAL,Professional,199.0,78.4,2,Canada
TX-CUST-00065-01,CUST-00065,2024-02-24,RENEWAL,Professional,199.0,57.9,0,India
TX-CUST-00005-01,CUST-00005,2024-02-24,RENEWAL,Enterprise,899.0,84.0,2,Germany
TX-CUST-00003-01,CUST-00003,2024-02-25,RENEWAL,Enterprise,899.0,79.6,2,UK
TX-CUST-00050-01,CUST-00050,2024-02-25,RENEWAL,Professional,199.0,98.2,1,Germany
TX-CUST-00075-01,CUST-00075,2024-02-26,RENEWAL,Starter,49.0,86.9,1,Canada
TX-CUST-00046-01,CUST-00046,2024-02-26,RENEWAL,Professional,199.0,53.2,0,Canada
TX-CUST-00031-01,CUST-00031,2024-02-26,RENEWAL,Professional,199.0,97.1,1,USA
TX-CUST-00022-01,CUST-00022,2024-02-27,RENEWAL,Professional,199.0,97.1,1,Australia
TX-CUST-00039-01,CUST-00039,2024-02-27,UPGRADE,Professional,199.0,59.3,0,India
TX-CUST-00080-01,CUST-00080,2024-02-27,RENEWAL,Starter,49.0,80.7,0,Australia
TX-CUST-00036-01,CUST-00036,2024-02-28,RENEWAL,Starter,49.0,64.8,1,USA
TX-CUST-00001-02,CUST-00001,2024-03-01,RENEWAL,Professional,199.0,67.7,1,Australia
TX-CUST-00070-02,CUST-00070,2024-03-03,RENEWAL,Enterprise,899.0,76.2,0,Canada
TX-CUST-00025-02,CUST-00025,2024-03-03,RENEWAL,Enterprise,899.0,56.2,0,Germany
TX-CUST-00010-02,CUST-00010,2024-03-03,RENEWAL,Professional,199.0,80.5,2,Australia
TX-CUST-00056-02,CUST-00056,2024-03-03,RENEWAL,Starter,49.0,58.5,0,USA
TX-CUST-00027-02,CUST-00027,2024-03-04,RENEWAL,Professional,199.0,59.7,2,Canada
TX-CUST-00038-02,CUST-00038,2024-03-04,RENEWAL,Enterprise,899.0,98.4,2,UK
TX-CUST-00072-02,CUST-00072,2024-03-05,RENEWAL,Starter,49.0,74.1,0,UK
TX-CUST-00052-02-CHURN,CUST-00052,2024-03-05,CHURN,Professional,0.0,13.8,7,Canada
TX-CUST-00062-02,CUST-00062,2024-03-05,RENEWAL,Starter,49.0,72.0,0,USA
TX-CUST-00058-02,CUST-00058,2024-03-05,RENEWAL,Starter,49.0,76.7,0,Canada
TX-CUST-00026-02,CUST-00026,2024-03-06,RENEWAL,Starter,49.0,78.8,2,UK
TX-CUST-00004-02,CUST-00004,2024-03-06,RENEWAL,Starter,49.0,98.9,2,Canada
TX-CUST-00037-02,CUST-00037,2024-03-07,RENEWAL,Professional,199.0,98.8,0,USA
TX-CUST-00067-02,CUST-00067,2024-03-08,RENEWAL,Enterprise,899.0,89.7,2,Germany
TX-CUST-00018-02,CUST-00018,2024-03-08,RENEWAL,Professional,199.0,86.4,2,Canada
TX-CUST-00028-02,CUST-00028,2024-03-08,RENEWAL,Enterprise,899.0,50.6,0,Germany
TX-CUST-00073-02,CUST-00073,2024-03-09,RENEWAL,Professional,199.0,97.5,2,India
TX-CUST-00014-02,CUST-00014,2024-03-09,RENEWAL,Starter,49.0,48.7,1,Germany
TX-CUST-00076-02,CUST-00076,2024-03-09,RENEWAL,Professional,199.0,89.2,0,USA
TX-CUST-00061-02,CUST-00061,2024-03-09,RENEWAL,Professional,199.0,75.8,0,Germany
TX-CUST-00048-02,CUST-00048,2024-03-09,RENEWAL,Professional,199.0,88.9,2,India
TX-CUST-00054-02,CUST-00054,2024-03-09,RENEWAL,Starter,49.0,62.9,0,Germany
TX-CUST-00057-02,CUST-00057,2024-03-09,RENEWAL,Enterprise,899.0,61.2,0,India
TX-CUST-00024-02,CUST-00024,2024-03-09,UPGRADE,Professional,199.0,59.8,0,Australia
TX-CUST-00068-02,CUST-00068,2024-03-09,RENEWAL,Professional,199.0,56.9,0,Canada
TX-CUST-00059-02,CUST-00059,2024-03-09,RENEWAL,Professional,199.0,74.5,2,Germany
TX-CUST-00079-02,CUST-00079,2024-03-09,RENEWAL,Starter,49.0,66.5,0,Germany
TX-CUST-00002-02,CUST-00002,2024-03-10,RENEWAL,Enterprise,899.0,92.8,1,Australia
TX-CUST-00033-02,CUST-00033,2024-03-11,RENEWAL,Professional,199.0,93.7,2,Australia
TX-CUST-00020-02,CUST-00020,2024-03-11,RENEWAL,Starter,49.0,47.2,0,UK
TX-CUST-00006-02,CUST-00006,2024-03-11,RENEWAL,Enterprise,899.0,82.3,2,Germany
TX-CUST-00017-02,CUST-00017,2024-03-11,RENEWAL,Professional,199.0,45.3,0,Canada
TX-CUST-00064-02,CUST-00064,2024-03-12,RENEWAL,Enterprise,899.0,83.1,2,India
TX-CUST-00063-02,CUST-00063,2024-03-12,RENEWAL,Professional,199.0,79.0,2,Canada
TX-CUST-00008-02,CUST-00008,2024-03-13,UPGRADE,Enterprise,899.0,90.1,0,UK
TX-CUST-00019-02,CUST-00019,2024-03-13,RENEWAL,Professional,199.0,67.6,2,India
TX-CUST-00078-02,CUST-00078,2024-03-13,RENEWAL,Enterprise,899.0,97.8,0,Australia
TX-CUST-00051-02,CUST-00051,2024-03-14,UPGRADE,Enterprise,899.0,70.5,0,India
TX-CUST-00074-02,CUST-00074,2024-03-14,RENEWAL,Professional,199.0,92.2,0,Australia
TX-CUST-00055-02,CUST-00055,2024-03-14,RENEWAL,Enterprise,899.0,69.0,1,USA
TX-CUST-00043-02,CUST-00043,2024-03-14,RENEWAL,Starter,49.0,84.0,2,Australia
TX-CUST-00040-02,CUST-00040,2024-03-15,RENEWAL,Professional,199.0,51.8,2,India
TX-CUST-00041-02,CUST-00041,2024-03-16,RENEWAL,Enterprise,899.0,69.5,1,India
TX-CUST-00011-02,CUST-00011,2024-03-16,RENEWAL,Starter,49.0,83.0,2,India
TX-CUST-00021-02,CUST-00021,2024-03-17,RENEWAL,Professional,199.0,95.8,0,USA
TX-CUST-00047-02,CUST-00047,2024-03-17,RENEWAL,Professional,199.0,50.1,2,Canada
TX-CUST-00066-02,CUST-00066,2024-03-17,RENEWAL,Professional,199.0,87.5,0,India
TX-CUST-00009-02,CUST-00009,2024-03-17,RENEWAL,Professional,199.0,80.7,1,UK
TX-CUST-00034-02,CUST-00034,2024-03-18,RENEWAL,Enterprise,899.0,85.2,0,Australia
TX-CUST-00032-02,CUST-00032,2024-03-19,RENEWAL,Professional,199.0,79.1,1,UK
TX-CUST-00013-02,CUST-00013,2024-03-19,RENEWAL,Starter,49.0,92.2,2,India
TX-CUST-00042-02,CUST-00042,2024-03-20,RENEWAL,Enterprise,899.0,63.9,2,Germany
TX-CUST-00077-02,CUST-00077,2024-03-20,RENEWAL,Enterprise,899.0,69.8,0,India
TX-CUST-00035-02,CUST-00035,2024-03-22,RENEWAL,Starter,49.0,87.5,1,Australia
TX-CUST-00007-02,CUST-00007,2024-03-22,RENEWAL,Enterprise,899.0,93.9,1,USA
TX-CUST-00045-02,CUST-00045,2024-03-22,RENEWAL,Starter,49.0,73.3,1,Germany
TX-CUST-00030-02,CUST-00030,2024-03-22,RENEWAL,Enterprise,899.0,67.4,2,Germany
TX-CUST-00053-02,CUST-00053,2024-03-22,RENEWAL,Professional,199.0,80.5,0,Australia
TX-CUST-00012-02,CUST-00012,2024-03-23,RENEWAL,Professional,199.0,59.3,1,Germany
TX-CUST-00005-02,CUST-00005,2024-03-23,RENEWAL,Enterprise,899.0,90.5,2,Australia
TX-CUST-00015-02,CUST-00015,2024-03-24,RENEWAL,Enterprise,899.0,93.6,0,Germany
TX-CUST-00071-02,CUST-00071,2024-03-24,RENEWAL,Enterprise,899.0,89.5,0,Canada
TX-CUST-00044-02,CUST-00044,2024-03-24,UPGRADE,Professional,199.0,77.4,0,UK
TX-CUST-00060-02,CUST-00060,2024-03-24,RENEWAL,Enterprise,899.0,91.7,1,UK
TX-CUST-00003-02,CUST-00003,2024-03-25,RENEWAL,Enterprise,899.0,46.7,1,Canada
TX-CUST-00065-02,CUST-00065,2024-03-25,RENEWAL,Professional,199.0,83.7,0,India
TX-CUST-00069-02,CUST-00069,2024-03-26,RENEWAL,Starter,49.0,81.7,2,Australia
TX-CUST-00029-02,CUST-00029,2024-03-26,RENEWAL,Professional,199.0,85.8,2,Canada
TX-CUST-00049-02,CUST-00049,2024-03-26,RENEWAL,Professional,199.0,88.7,0,India
TX-CUST-00023-02,CUST-00023,2024-03-26,RENEWAL,Starter,49.0,85.3,1,Germany
TX-CUST-00016-02,CUST-00016,2024-03-26,RENEWAL,Enterprise,899.0,56.3,2,Australia
TX-CUST-00075-02,CUST-00075,2024-03-26,RENEWAL,Starter,49.0,70.2,2,Canada
TX-CUST-00031-02-CHURN,CUST-00031,2024-03-27,CHURN,Professional,0.0,8.6,8,UK
TX-CUST-00080-02,CUST-00080,2024-03-27,RENEWAL,Starter,49.0,53.3,2,India
TX-CUST-00046-02,CUST-00046,2024-03-28,RENEWAL,Professional,199.0,64.0,0,Germany
TX-CUST-00036-02,CUST-00036,2024-03-28,RENEWAL,Starter,49.0,81.3,2,Canada
TX-CUST-00050-02,CUST-00050,2024-03-28,RENEWAL,Professional,199.0,55.8,2,UK
TX-CUST-00039-02,CUST-00039,2024-03-29,RENEWAL,Professional,199.0,87.0,2,Australia
TX-CUST-00022-02,CUST-00022,2024-03-30,RENEWAL,Professional,199.0,62.4,0,USA
TX-CUST-00004-03,CUST-00004,2024-04-02,RENEWAL,Starter,49.0,53.6,2,Canada
TX-CUST-00001-03,CUST-00001,2024-04-02,RENEWAL,Professional,199.0,82.7,1,Germany
TX-CUST-00058-03,CUST-00058,2024-04-02,RENEWAL,Starter,49.0,53.7,2,UK
TX-CUST-00056-03,CUST-00056,2024-04-02,RENEWAL,Starter,49.0,59.1,1,India
TX-CUST-00010-03,CUST-00010,2024-04-03,RENEWAL,Professional,199.0,57.9,1,UK
TX-CUST-00038-03,CUST-00038,2024-04-03,RENEWAL,Enterprise,899.0,88.9,0,Germany
TX-CUST-00062-03,CUST-00062,2024-04-03,RENEWAL,Starter,49.0,53.0,2,UK
TX-CUST-00037-03,CUST-00037,2024-04-04,RENEWAL,Professional,199.0,81.2,2,India
TX-CUST-00070-03,CUST-00070,2024-04-04,RENEWAL,Enterprise,899.0,93.3,1,USA
TX-CUST-00018-03,CUST-00018,2024-04-05,RENEWAL,Professional,199.0,59.7,1,Australia
TX-CUST-00027-03,CUST-00027,2024-04-06,RENEWAL,Professional,199.0,62.4,1,USA
TX-CUST-00067-03,CUST-00067,2024-04-06,RENEWAL,Enterprise,899.0,70.8,0,USA
TX-CUST-00057-03,CUST-00057,2024-04-07,RENEWAL,Enterprise,899.0,55.9,0,UK
TX-CUST-00002-03,CUST-00002,2024-04-07,RENEWAL,Enterprise,899.0,60.6,0,UK
TX-CUST-00024-03,CUST-00024,2024-04-08,RENEWAL,Professional,199.0,71.5,0,Australia
TX-CUST-00017-03,CUST-00017,2024-04-08,RENEWAL,Professional,199.0,47.7,0,USA
TX-CUST-00048-03,CUST-00048,2024-04-08,RENEWAL,Professional,199.0,64.6,0,UK
TX-CUST-00033-03,CUST-00033,2024-04-08,RENEWAL,Professional,199.0,61.2,1,India
TX-CUST-00079-03,CUST-00079,2024-04-08,RENEWAL,Starter,49.0,81.6,2,Germany
TX-CUST-00059-03,CUST-00059,2024-04-08,RENEWAL,Professional,199.0,69.5,2,USA
TX-CUST-00054-03,CUST-00054,2024-04-09,RENEWAL,Starter,49.0,65.9,0,Canada
TX-CUST-00020-03,CUST-00020,2024-04-09,RENEWAL,Starter,49.0,70.6,0,Australia
TX-CUST-00068-03,CUST-00068,2024-04-09,RENEWAL,Professional,199.0,82.9,1,Australia
TX-CUST-00043-03,CUST-00043,2024-04-10,RENEWAL,Starter,49.0,47.7,0,Germany
TX-CUST-00073-03,CUST-00073,2024-04-10,RENEWAL,Professional,199.0,53.1,1,UK
TX-CUST-00063-03,CUST-00063,2024-04-11,RENEWAL,Professional,199.0,82.8,0,USA
TX-CUST-00076-03,CUST-00076,2024-04-11,RENEWAL,Professional,199.0,53.2,0,Australia
